,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
1684,gpt-3.5-turbo,The Blade Itself,869,23," the clearing. He counted three dead Shanka crumpled on the ground, one
with an arrow poking out","[' the', ' clearing', '.', ' He', ' counted', ' three', ' dead', ' Sh', 'anka']","['and', ' a', ' fourth', ' that', ' was', ' dying', ',', ' and', ' he', ' knew', ' he', ' had', ' to', ' finish']","[' cr', 'um', 'pled', ' on', ' the', ' ground', ',', ' one', '\n', 'with', ' an', ' arrow', ' poking', ' out']",0.9285714285714286,"and a fourth that was dying, and he knew he had to finish it off."," crumpled on the ground, one
with an arrow poking out",tensor([[0.8255]]),8,"[tensor([[0.7754]]), tensor([[0.7902]]), tensor([[0.8014]]), tensor([[0.7829]]), tensor([[0.7700]]), tensor([[0.7912]]), tensor([[0.8238]]), tensor([[0.8255]]), tensor([[0.8245]]), tensor([[0.7945]]), tensor([[0.8007]]), tensor([[0.8000]]), tensor([[0.7967]]), tensor([[0.8058]]), tensor([[0.8035]]), tensor([[0.8036]])]",868,890
205,gpt-3.5-turbo,Circe,874,31," necklace to seal it, one of his own making, strung
with beads of rarest amber. Later, when I was born, he gave her","[' necklace', ' to', ' seal', ' it', ',', ' one', ' of', ' his', ' own', ' making', ',']","['and', ' of', ' a', ' kind', ' that', ' even', ' the', ' D', 'war', 'ves', ' had', ' never', ' imagined', '.']","[' str', 'ung', '\n', 'with', ' beads', ' of', ' rare', 'st', ' amber', '.', ' Later', ',', ' when', ' I']",1.0,and of a kind that even the Dwarves had never imagined.," strung
with beads of rarest amber. Later, when I was born, he gave her",tensor([[0.7966]]),4,"[tensor([[0.7689]]), tensor([[0.7732]]), tensor([[0.7870]]), tensor([[0.7966]]), tensor([[0.7815]]), tensor([[0.7696]]), tensor([[0.7750]]), tensor([[0.7732]]), tensor([[0.7683]]), tensor([[0.7933]]), tensor([[0.7859]]), tensor([[0.7801]])]",873,897
371,gpt-3.5-turbo,Circe,875,24," to seal it, one of his own making, strung
with beads of rarest amber. Later, when I","[' to', ' seal', ' it', ',', ' one', ' of', ' his', ' own', ' making', ',', ' str']","['etched', ' with', ' his', ' own', ' hands', '.']","['ung', '\n', 'with', ' beads', ' of', ' rare']",1.0,etched with his own hands.,"ung
with beads of rarest amber. Later, when I",tensor([[0.8068]]),4,"[tensor([[0.7996]]), tensor([[0.7793]]), tensor([[0.8002]]), tensor([[0.8068]]), tensor([[0.7977]]), tensor([[0.7903]])]",874,890
405,gpt-3.5-turbo,The Night Circus,876,39," moment before releasing her, his fingers leavinglong red marks across her cheeks.
“You might be interesting,” he says.
The girl does not reply.
He makes several attempts to rename her in the following","[' moment', ' before', ' releasing', ' her', ',', ' his', ' fingers', ' leaving', 'long', ' red', ' marks']","['on', ' her', ' arm', '.']","[' across', ' her', ' cheeks', '.\n']",0.75,on her arm.," across her cheeks.
“You might be interesting,” he says.
The girl does not reply.
He makes several attempts to rename her in the following",tensor([[0.8321]]),3,"[tensor([[0.7563]]), tensor([[0.7849]]), tensor([[0.8321]]), tensor([[0.7984]])]",875,889
907,gpt-3.5-turbo,The Poppy War,879,37," a flock
of sparrows taking off at once.
Two years ago, on the day Tikany’s magistracy had arbitrarily estimated to
be her fourteenth birthday, Rin’s","[' a', ' flock', '\n', 'of', ' spar', 'rows', ' taking', ' off', ' at', ' once']","['is', ' a', ' beautiful', ' sight', ' to', ' behold', '.']","['.\n', 'Two', ' years', ' ago', ',', ' on', ' the']",1.0,is a beautiful sight to behold.,".
Two years ago, on the day Tikany’s magistracy had arbitrarily estimated to
be her fourteenth birthday, Rin’s",tensor([[0.7778]]),3,"[tensor([[0.7540]]), tensor([[0.7673]]), tensor([[0.7778]]), tensor([[0.7679]]), tensor([[0.7691]]), tensor([[0.7727]]), tensor([[0.7608]])]",878,894
666,gpt-3.5-turbo,Game of Thrones,879,30," across the snow, 
as red as summerwine. One of the horses reared and had to be restrained to keep from bolting. 
B","[' across', ' the', ' snow', ',', ' \n']","['and', ' the', ' silent', ' woods', ',', ' \n']","['as', ' red', ' as', ' summer', 'wine', '.']",1.0,"and the silent woods, 
","as red as summerwine. One of the horses reared and had to be restrained to keep from bolting. 
B",tensor([[0.7925]]),2,"[tensor([[0.7693]]), tensor([[0.7925]]), tensor([[0.7734]]), tensor([[0.7443]]), tensor([[0.7551]]), tensor([[0.7551]])]",878,888
1268,gpt-3.5-turbo,Six of Crows,882,30," windows. Hoede had one of the grandest mansions on
the Geldstraat – floors set with gleaming squares of black and white stone","[' windows', '.', ' Ho', 'ede', ' had', ' one', ' of', ' the', ' grand', 'est']","['and', ' most', ' glorious', ' views', ' of', ' any', ' city', ' in', ' the', ' world', '.']","[' mans', 'ions', ' on', '\n', 'the', ' Geld', 'stra', 'at', ' –', ' floors', ' set']",1.0,and most glorious views of any city in the world.," mansions on
the Geldstraat – floors set with gleaming squares of black and white stone",tensor([[0.7969]]),2,"[tensor([[0.7693]]), tensor([[0.7969]]), tensor([[0.7630]]), tensor([[0.7740]]), tensor([[0.7865]]), tensor([[0.7843]]), tensor([[0.7732]]), tensor([[0.7868]]), tensor([[0.7887]]), tensor([[0.7902]]), tensor([[0.7855]])]",881,901
490,gpt-3.5-turbo,The Night Circus,890,23,".
“You might be interesting,” he says.
The girl does not reply.
He makes several attempts to rename her in","['.\n', '“You', ' might', ' be', ' interesting', ',”', ' he', ' says']","[',', ' ""', 'but', ' you', ' are', ' not', ' worth', ' the', ' time', '.""']","['.\n', 'The', ' girl', ' does', ' not', ' reply', '.\n', 'He', ' makes', ' several']",1.0,", ""but you are not worth the time.""",".
The girl does not reply.
He makes several attempts to rename her in",tensor([[0.8200]]),2,"[tensor([[0.7584]]), tensor([[0.8200]]), tensor([[0.8134]]), tensor([[0.8024]]), tensor([[0.7986]]), tensor([[0.7947]]), tensor([[0.7904]]), tensor([[0.7865]]), tensor([[0.7726]])]",889,906
1094,gpt-3.5-turbo,American God's,893,24," If he smoked he would be 
smoking a pipe about now, but he didn’t 
smoke. He would","[' If', ' he', ' smoked', ' he', ' would', ' be', ' \n', 'sm', 'oking', ' a', ' pipe']","['that', ' is', ' the', ' question', ':', ' Whether', "" '"", 't', 'is', ' nob', 'ler', ' in', ' the']","[' about', ' now', ',', ' but', ' he', ' didn', '’t', ' \n', 'sm', 'oke', '.', ' He', ' would']",1.0,"that is the question: Whether 'tis nobler in the mind to suffer The slings and arrows of outrageous fortune,Or to take arms against a sea of troubles,And by opposing end them?"," about now, but he didn’t 
smoke. He would",tensor([[0.8112]]),6,"[tensor([[0.7608]]), tensor([[0.7810]]), tensor([[0.7744]]), tensor([[0.7703]]), tensor([[0.7852]]), tensor([[0.8112]]), tensor([[0.8099]]), tensor([[0.8057]]), tensor([[0.8076]]), tensor([[0.8053]]), tensor([[0.7959]]), tensor([[0.7982]]), tensor([[0.7844]]), tensor([[0.7898]]), tensor([[0.7874]]), tensor([[0.7903]]), tensor([[0.7843]]), tensor([[0.7843]]), tensor([[0.7851]]), tensor([[0.7843]]), tensor([[0.7872]]), tensor([[0.7898]]), tensor([[0.7928]]), tensor([[0.7879]]), tensor([[0.7891]]), tensor([[0.7912]]), tensor([[0.7911]]), tensor([[0.7858]]), tensor([[0.7874]]), tensor([[0.7857]]), tensor([[0.7824]]), tensor([[0.7762]])]",892,915
771,gpt-3.5-turbo,Game of Thrones,894,23," reared and had to be restrained to keep from bolting. 
Bran could not take his eyes off the","[' re', 'ared', ' and', ' had', ' to', ' be', ' restrained', ' to', ' keep', ' from']","['destroy', 'ing', ' everything', ' in', ' its', ' path', '.']","[' bol', 'ting', '.', ' \n', 'B', 'ran', ' could']",1.0,destroying everything in its path.," bolting. 
Bran could not take his eyes off the",tensor([[0.7865]]),4,"[tensor([[0.7708]]), tensor([[0.7831]]), tensor([[0.7857]]), tensor([[0.7865]]), tensor([[0.7818]]), tensor([[0.7804]])]",893,909
498,gpt-3.5-turbo,The Night Circus,895,37,",” he says.
The girl does not reply.
He makes several attempts to rename her in the following weeks, but she refuses to respond to anything but Celia.
*
SEVERAL","[',”', ' he', ' says', '.\n', 'The', ' girl']","['wh', 'isper', 'ed', ',', ' ""', 'I', ' am', ' enough', '.""']","[' does', ' not', ' reply', '.\n', 'He', ' makes', ' several', ' attempts', ' to']",1.0,"whispered, ""I am enough."""," does not reply.
He makes several attempts to rename her in the following weeks, but she refuses to respond to anything but Celia.
*
SEVERAL",tensor([[0.8005]]),2,"[tensor([[0.7539]]), tensor([[0.8005]]), tensor([[0.7866]]), tensor([[0.7836]]), tensor([[0.7609]])]",894,908
1372,gpt-3.5-turbo,Six of Crows,898,22,"straat – floors set with gleaming squares of black and white stone,
shining dark wood walls lit by","['stra', 'at', ' –', ' floors', ' set', ' with', ' gle']","['aming', ' stones', ',', ' and', ' roofs', ' in', 'l', 'aid', ' with', ' gold', '.']","['aming', ' squares', ' of', ' black', ' and', ' white', ' stone', ',\n', 'sh', 'ining', ' dark']",0.9090909090909092,"aming stones, and roofs inlaid with gold.","aming squares of black and white stone,
shining dark wood walls lit by",tensor([[0.8689]]),7,"[tensor([[0.7602]]), tensor([[0.7818]]), tensor([[0.8618]]), tensor([[0.8660]]), tensor([[0.8673]]), tensor([[0.8675]]), tensor([[0.8689]]), tensor([[0.8474]])]",897,914
867,gpt-3.5-turbo,The Poppy War,900,23," magistracy had arbitrarily estimated to
be her fourteenth birthday, Rin’s foster parents had summoned her into their","[' mag', 'istr', 'acy', ' had', ' arbitrarily', ' estimated', ' to', '\n']","['be', ' worth', '.']","['be', ' her', ' four']",0.6666666666666666,be worth.,"be her fourteenth birthday, Rin’s foster parents had summoned her into their",tensor([[0.7492]]),2,"[tensor([[0.7257]]), tensor([[0.7492]]), tensor([[0.7434]])]",899,909
688,gpt-3.5-turbo,Game of Thrones,904,38," bolting. 
Bran could not take his eyes off the blood. The snows around the stump drank it eagerly, 
reddening as he watched. 
The head bounced off a","[' bol', 'ting', '.', ' \n', 'B', 'ran', ' could', ' not', ' take', ' his', ' eyes', ' off', ' the', ' blood', '.', ' The']","['blood', ' was', ' still', ' red', '.', ' Fresh', '.', ' His', ' blood', '.']","[' snow', 's', ' around', ' the', ' stump', ' drank', ' it', ' eagerly', ',', ' \n']",1.0,blood was still red. Fresh. His blood.," snows around the stump drank it eagerly, 
reddening as he watched. 
The head bounced off a",tensor([[0.8300]]),8,"[tensor([[0.7568]]), tensor([[0.7562]]), tensor([[0.8015]]), tensor([[0.7928]]), tensor([[0.7906]]), tensor([[0.8193]]), tensor([[0.8240]]), tensor([[0.8300]])]",903,928
1697,gpt-3.5-turbo,The Blade Itself,905,29," alive.
That was lucky. Just lucky enough to survive, as always. Still, they might be back
at any moment. He had to","[' alive', '.\n', 'That', ' was', ' lucky', '.', ' Just', ' lucky']","['that', ' we', ' ever', ' found', ' each', ' other', ',', ' don', ""'t"", ' you', ' think', '?']","[' enough', ' to', ' survive', ',', ' as', ' always', '.', ' Still', ',', ' they', ' might', ' be']",1.0,"that we ever found each other, don't you think?"," enough to survive, as always. Still, they might be back
at any moment. He had to",tensor([[0.8030]]),4,"[tensor([[0.7758]]), tensor([[0.7872]]), tensor([[0.7957]]), tensor([[0.8030]]), tensor([[0.7976]]), tensor([[0.8008]]), tensor([[0.8019]]), tensor([[0.7784]]), tensor([[0.7884]]), tensor([[0.7891]])]",904,923
463,gpt-3.5-turbo,The Night Circus,909,25," to rename her in the following weeks, but she refuses to respond to anything but Celia.
*
SEVERAL MONTHSL","[' to', ' rename', ' her', ' in', ' the', ' following']","['days', ',', ' but', ' she', ' will', ' always', ' be', ' remembered', ' as', ' the', ' girl', ' who', ' survived', '.']","[' weeks', ',', ' but', ' she', ' refuses', ' to', ' respond', ' to', ' anything', ' but', ' C', 'elia', '.\n', '*\n']",0.7857142857142857,"days, but she will always be remembered as the girl who survived."," weeks, but she refuses to respond to anything but Celia.
*
SEVERAL MONTHSL",tensor([[0.8696]]),4,"[tensor([[0.7656]]), tensor([[0.8133]]), tensor([[0.8297]]), tensor([[0.8696]]), tensor([[0.8622]]), tensor([[0.8376]]), tensor([[0.8283]]), tensor([[0.7930]]), tensor([[0.7991]]), tensor([[0.7991]]), tensor([[0.7958]]), tensor([[0.7920]]), tensor([[0.7836]])]",908,927
1124,gpt-3.5-turbo,American God's,912,21,"smoke. He would pick up his wife in his 
arms (“Puppy,” she would squeal","['sm', 'oke', '.', ' He', ' would', ' pick', ' up']","['his', ' pen', ' and', ' write', ' a', ' love', ' letter', ' to', ' life', ',', ' expressing', ' gratitude', ' for', ' every']","[' his', ' wife', ' in', ' his', ' \n', 'arms', ' (“', 'P', 'uppy', ',”', ' she', ' would', ' sque', 'al']",1.0,"his pen and write a love letter to life, expressing gratitude for every breath and every moment of existence."," his wife in his 
arms (“Puppy,” she would squeal",tensor([[0.8277]]),18,"[tensor([[0.7590]]), tensor([[0.7891]]), tensor([[0.7832]]), tensor([[0.8025]]), tensor([[0.7915]]), tensor([[0.8046]]), tensor([[0.8062]]), tensor([[0.8158]]), tensor([[0.8123]]), tensor([[0.8059]]), tensor([[0.8038]]), tensor([[0.8122]]), tensor([[0.8093]]), tensor([[0.8081]]), tensor([[0.8248]]), tensor([[0.8099]]), tensor([[0.8194]]), tensor([[0.8277]]), tensor([[0.8237]]), tensor([[0.8087]])]",911,931
515,gpt-3.5-turbo,The Night Circus,914,23," following weeks, but she refuses to respond to anything but Celia.
*
SEVERAL MONTHSLATER, once","[' following', ' weeks', ',', ' but', ' she']","['never', ' forgot', ' what', ' it', ' taught', ' her', ':', ' that', ' to', ' love', ' is', ' to', ' destroy', ',', ' and', ' that', ' to', ' be']","[' refuses', ' to', ' respond', ' to', ' anything', ' but', ' C', 'elia', '.\n', '*\n', 'SE', 'VER', 'AL', ' MONTH', 'SL', 'ATER', ',', ' once']",1.0,"never forgot what it taught her: that to love is to destroy, and that to be loved is to be the one destroyed."," refuses to respond to anything but Celia.
*
SEVERAL MONTHSLATER, once",tensor([[0.7964]]),23,"[tensor([[0.7787]]), tensor([[0.7424]]), tensor([[0.7690]]), tensor([[0.7794]]), tensor([[0.7752]]), tensor([[0.7619]]), tensor([[0.7824]]), tensor([[0.7879]]), tensor([[0.7915]]), tensor([[0.7806]]), tensor([[0.7807]]), tensor([[0.7841]]), tensor([[0.7902]]), tensor([[0.7905]]), tensor([[0.7942]]), tensor([[0.7962]]), tensor([[0.7945]]), tensor([[0.7933]]), tensor([[0.7957]]), tensor([[0.7949]]), tensor([[0.7940]]), tensor([[0.7954]]), tensor([[0.7964]]), tensor([[0.7872]])]",913,935
728,gpt-3.5-turbo,Game of Thrones,921,22,"s around the stump drank it eagerly, 
reddening as he watched. 
The head bounced off a thick","['s', ' around', ' the', ' stump', ' drank', ' it', ' eagerly', ',', ' \n', 'redd', 'ening']","['the', ' water', ' with', ' the', ' deep', ' t', 'ints', ' of', ' the', ' bark', ' behind']","[' as', ' he', ' watched', '.', ' \n', 'The', ' head', ' bounced', ' off', ' a', ' thick']",1.0,"the water with the deep tints of the bark behind them, and staining the white petals with rosy spots."," as he watched. 
The head bounced off a thick",tensor([[0.7878]]),2,"[tensor([[0.7601]]), tensor([[0.7878]]), tensor([[0.7740]]), tensor([[0.7845]]), tensor([[0.7777]]), tensor([[0.7848]]), tensor([[0.7784]]), tensor([[0.7788]]), tensor([[0.7799]]), tensor([[0.7785]]), tensor([[0.7849]]), tensor([[0.7843]]), tensor([[0.7855]]), tensor([[0.7857]]), tensor([[0.7811]]), tensor([[0.7799]]), tensor([[0.7698]]), tensor([[0.7707]]), tensor([[0.7649]]), tensor([[0.7591]])]",920,941
552,gpt-3.5-turbo,The Night Circus,922,32," to anything but Celia.
*
SEVERAL MONTHSLATER, once he decides she is ready, the magician writes a letter of his own. He includes","[' to', ' anything', ' but', ' C', 'elia']","['is', ' to', ' be', ' yourself', ',', ' in', ' a', ' world', ' that', ' is', ' constantly', ' trying', ' to', ' make', ' you', ' something', ' else', '.']","['.\n', '*\n', 'SE', 'VER', 'AL', ' MONTH', 'SL', 'ATER', ',', ' once', ' he', ' decides', ' she', ' is', ' ready', ',', ' the', ' magician']",1.0,"is to be yourself, in a world that is constantly trying to make you something else.",".
*
SEVERAL MONTHSLATER, once he decides she is ready, the magician writes a letter of his own. He includes",tensor([[0.7902]]),16,"[tensor([[0.7482]]), tensor([[0.7710]]), tensor([[0.7737]]), tensor([[0.7632]]), tensor([[0.7770]]), tensor([[0.7810]]), tensor([[0.7890]]), tensor([[0.7734]]), tensor([[0.7777]]), tensor([[0.7713]]), tensor([[0.7852]]), tensor([[0.7840]]), tensor([[0.7833]]), tensor([[0.7862]]), tensor([[0.7851]]), tensor([[0.7902]]), tensor([[0.7715]])]",921,943
202,gpt-3.5-turbo,Circe,927,33," more: the luminous beads themselves
or the envy of her sisters when she wore them. I think she would have gone right on collecting them
into eternity until","[' more', ':', ' the', ' lumin', 'ous', ' beads', ' themselves', '\n', 'or', ' the']","['invisible', ' thread', ' that', ' binds', ' them', ' together', '?']","[' envy', ' of', ' her', ' sisters', ' when', ' she', ' wore']",1.0,invisible thread that binds them together?," envy of her sisters when she wore them. I think she would have gone right on collecting them
into eternity until",tensor([[0.7953]]),6,"[tensor([[0.7730]]), tensor([[0.7449]]), tensor([[0.7602]]), tensor([[0.7577]]), tensor([[0.7660]]), tensor([[0.7953]]), tensor([[0.7912]])]",926,942
1797,gpt-3.5-turbo,The Blade Itself,927,23,"at any moment. He had to be quick.
Logen scuttled out from the trees, casting about on","['at', ' any', ' moment', '.', ' He', ' had', ' to', ' be', ' quick', '.\n']","['to', ' be', ' yourself', ' in', ' a', ' world', ' that', ' is', ' constantly', ' trying', ' to', ' make', ' you']","['Log', 'en', ' sc', 'utt', 'led', ' out', ' from', ' the', ' trees', ',', ' casting', ' about', ' on']",1.0,to be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.,"Logen scuttled out from the trees, casting about on",tensor([[0.7666]]),2,"[tensor([[0.7499]]), tensor([[0.7666]]), tensor([[0.7512]]), tensor([[0.7330]]), tensor([[0.7553]]), tensor([[0.7570]]), tensor([[0.7579]]), tensor([[0.7565]]), tensor([[0.7568]]), tensor([[0.7567]]), tensor([[0.7590]]), tensor([[0.7612]]), tensor([[0.7639]]), tensor([[0.7612]]), tensor([[0.7574]]), tensor([[0.7579]]), tensor([[0.7535]]), tensor([[0.7549]]), tensor([[0.7501]]), tensor([[0.7431]])]",926,948
1508,gpt-3.5-turbo,The Lord of the Rings,937,20," the Gaffer was recognized as the leading authority
by all in the neighbourhood (including himself).
‘","[' the', ' G', 'affer', ' was', ' recognized', ' as', ' the', ' leading']","['authority', ' on', ' the', ' subject', ',', ' and', ' his', ' words', ' carried', ' great', ' weight', ' among']","[' authority', '\n', 'by', ' all', ' in', ' the', ' neighbourhood', ' (', 'including', ' himself', ').\n', '‘']",1.0,"authority on the subject, and his words carried great weight among the hobbits."," authority
by all in the neighbourhood (including himself).
‘",tensor([[0.8830]]),9,"[tensor([[0.7554]]), tensor([[0.8471]]), tensor([[0.8528]]), tensor([[0.8682]]), tensor([[0.8624]]), tensor([[0.8576]]), tensor([[0.8694]]), tensor([[0.8730]]), tensor([[0.8830]]), tensor([[0.8670]]), tensor([[0.8631]]), tensor([[0.8670]]), tensor([[0.8692]]), tensor([[0.8403]])]",936,955
1469,gpt-3.5-turbo,The Lord of the Rings,937,34," the Gaffer was recognized as the leading authority
by all in the neighbourhood (including himself).
‘But what about this Frodo that lives with him?’ asked Old No","[' the', ' G', 'affer', ' was', ' recognized', ' as', ' the', ' leading', ' authority', '\n', 'by', ' all', ' in']","['the', ' Sh', 'ire', ',', ' and', ' his', ' words', ' carried', ' great', ' weight', ',', ' especially', ' when', ' it', ' came', ' to', ' matters', ' of', ' pipe', '-we', 'ed']","[' the', ' neighbourhood', ' (', 'including', ' himself', ').\n', '‘', 'But', ' what', ' about', ' this', ' Fro', 'do', ' that', ' lives', ' with', ' him', '?’', ' asked', ' Old', ' No']",1.0,"the Shire, and his words carried great weight, especially when it came to matters of pipe-weed and brewing."," the neighbourhood (including himself).
‘But what about this Frodo that lives with him?’ asked Old No",tensor([[0.8415]]),5,"[tensor([[0.7602]]), tensor([[0.7886]]), tensor([[0.8278]]), tensor([[0.8302]]), tensor([[0.8415]]), tensor([[0.8288]]), tensor([[0.8265]]), tensor([[0.8202]]), tensor([[0.8048]]), tensor([[0.8094]]), tensor([[0.8143]]), tensor([[0.8148]]), tensor([[0.8182]]), tensor([[0.8167]]), tensor([[0.8173]]), tensor([[0.8190]]), tensor([[0.8142]]), tensor([[0.8107]]), tensor([[0.7965]])]",936,969
1770,gpt-3.5-turbo,The Blade Itself,939,34," scuttled out from the trees, casting about on the ground. His boots
were still there where he’d left them. He snatched them up and dragged them","[' sc', 'utt', 'led', ' out', ' from', ' the', ' trees', ',', ' casting', ' about', ' on', ' the', ' ground']","['for', ' something', ' to', ' eat', '.']","['.', ' His', ' boots', '\n', 'were']",1.0,for something to eat.,". His boots
were still there where he’d left them. He snatched them up and dragged them",tensor([[0.7670]]),4,"[tensor([[0.7388]]), tensor([[0.7569]]), tensor([[0.7610]]), tensor([[0.7670]]), tensor([[0.7322]])]",938,955
582,gpt-3.5-turbo,The Night Circus,943,28," the magician writes a letter of his own. He includes no address, but it reaches its destinationacross the ocean nonetheless.
A Gentlemen","[' the', ' magician', ' writes', ' a', ' letter', ' of', ' his', ' own', '.', ' He', ' includes', ' no', ' address', ',']","['no', ' return', ' address', ',', ' no', ' sal', 'utation', ',', ' no', ' signature', ',', ' only', ' these', ' words']","[' but', ' it', ' reaches', ' its', ' destination', 'ac', 'ross', ' the', ' ocean', ' nonetheless', '.\n', 'A', ' Gent', 'lemen']",1.0,"no return address, no salutation, no signature, only these words: ""I know what you did."""," but it reaches its destinationacross the ocean nonetheless.
A Gentlemen",tensor([[0.7691]]),12,"[tensor([[0.7473]]), tensor([[0.7095]]), tensor([[0.7520]]), tensor([[0.7634]]), tensor([[0.7473]]), tensor([[0.7548]]), tensor([[0.7595]]), tensor([[0.7505]]), tensor([[0.7601]]), tensor([[0.7534]]), tensor([[0.7534]]), tensor([[0.7691]]), tensor([[0.7449]]), tensor([[0.7506]]), tensor([[0.7451]]), tensor([[0.7470]])]",942,969
682,gpt-3.5-turbo,Game of Thrones,947,32," It came up near Greyjoy's feet. Theon was a lean, 
dark youth of nineteen who found everything amusing. He laughed, put his boot on","[' It', ' came', ' up', ' near', ' Grey', 'joy', ""'s"", ' feet', '.', ' The', 'on', ' was', ' a', ' lean']","['and', ' dark', 'ly', ' handsome', ' young', ' man', ',', ' but', ' there', ' was', ' a', ' certain', ' cold', 'ness', ' in', ' his', ' eyes', ',']","[',', ' \n', 'dark', ' youth', ' of', ' nineteen', ' who', ' found', ' everything', ' amusing', '.', ' He', ' laughed', ',', ' put', ' his', ' boot', ' on']",0.9444444444444444,"and darkly handsome young man, but there was a certain coldness in his eyes, a hardness to his smile.",", 
dark youth of nineteen who found everything amusing. He laughed, put his boot on",tensor([[0.8621]]),14,"[tensor([[0.7446]]), tensor([[0.7881]]), tensor([[0.7922]]), tensor([[0.8004]]), tensor([[0.8457]]), tensor([[0.8507]]), tensor([[0.8482]]), tensor([[0.8468]]), tensor([[0.8580]]), tensor([[0.8603]]), tensor([[0.8570]]), tensor([[0.8605]]), tensor([[0.8611]]), tensor([[0.8621]]), tensor([[0.8559]]), tensor([[0.8564]]), tensor([[0.8601]]), tensor([[0.8594]]), tensor([[0.8596]]), tensor([[0.8606]])]",946,977
1468,gpt-3.5-turbo,The Lord of the Rings,950,38," the neighbourhood (including himself).
‘But what about this Frodo that lives with him?’ asked Old Noakes
of Bywater. ‘Baggins is his name, but he’s","[' the', ' neighbourhood', ' (', 'including', ' himself', ').\n', '‘', 'But', ' what', ' about', ' this', ' Fro', 'do']","['?’', ' he', ' said', '.', ' ‘', 'I', ' have', ' been', ' thinking', ' about', ' him', ' a', ' great', ' deal', '.', ' He', ' is', ' not', ' complete', ' in', ' himself', '.', ' He', ' must', ' have']","[' that', ' lives', ' with', ' him', '?’', ' asked', ' Old', ' No', 'akes', '\n', 'of', ' By', 'water', '.', ' ‘', 'Bag', 'g', 'ins', ' is', ' his', ' name', ',', ' but', ' he', '’s']",1.0,?’ he said. ‘I have been thinking about him a great deal. He is not complete in himself. He must have been very lonely. But he belongs to you now. What will you do with him?’," that lives with him?’ asked Old Noakes
of Bywater. ‘Baggins is his name, but he’s",tensor([[0.8329]]),30,"[tensor([[0.7435]]), tensor([[0.7933]]), tensor([[0.8162]]), tensor([[0.7973]]), tensor([[0.7976]]), tensor([[0.7920]]), tensor([[0.7857]]), tensor([[0.7827]]), tensor([[0.7868]]), tensor([[0.8088]]), tensor([[0.8136]]), tensor([[0.8073]]), tensor([[0.8001]]), tensor([[0.8029]]), tensor([[0.8102]]), tensor([[0.8255]]), tensor([[0.8266]]), tensor([[0.8279]]), tensor([[0.8234]]), tensor([[0.8224]]), tensor([[0.8262]]), tensor([[0.8238]]), tensor([[0.8216]]), tensor([[0.8187]]), tensor([[0.8187]]), tensor([[0.8207]]), tensor([[0.8202]]), tensor([[0.8319]]), tensor([[0.8308]]), tensor([[0.8329]]), tensor([[0.8273]]), tensor([[0.8311]]), tensor([[0.8319]]), tensor([[0.8304]]), tensor([[0.8291]]), tensor([[0.8280]]), tensor([[0.8228]])]",949,986
1444,gpt-3.5-turbo,The Lord of the Rings,952,26," (including himself).
‘But what about this Frodo that lives with him?’ asked Old Noakes
of Bywater. ‘","[' (', 'including', ' himself', ').\n', '‘', 'But', ' what', ' about', ' this']","['one', '?’', ' said', ' P', 'ipp', 'in', '.', ' ‘', 'These', ' trees', ' are', ' always', ' listening', '.’']","[' Fro', 'do', ' that', ' lives', ' with', ' him', '?’', ' asked', ' Old', ' No', 'akes', '\n', 'of', ' By']",1.0,one?’ said Pippin. ‘These trees are always listening.’," Frodo that lives with him?’ asked Old Noakes
of Bywater. ‘",tensor([[0.8304]]),4,"[tensor([[0.7525]]), tensor([[0.8170]]), tensor([[0.8195]]), tensor([[0.8304]]), tensor([[0.8141]]), tensor([[0.8067]]), tensor([[0.8032]]), tensor([[0.8016]]), tensor([[0.8068]])]",951,973
1544,gpt-3.5-turbo,The Lord of the Rings,955,20,").
‘But what about this Frodo that lives with him?’ asked Old Noakes
of By","[').\n', '‘', 'But', ' what', ' about', ' this', ' Fro', 'do', ' that']","['you', ' speak', ' of', '?', ' What', ' is', ' to', ' be', ' done', ' with', ' him']","[' lives', ' with', ' him', '?’', ' asked', ' Old', ' No', 'akes', '\n', 'of', ' By']",1.0,you speak of? What is to be done with him? Can the One Ring be destroyed?’," lives with him?’ asked Old Noakes
of By",tensor([[0.8402]]),17,"[tensor([[0.7598]]), tensor([[0.7723]]), tensor([[0.7635]]), tensor([[0.7886]]), tensor([[0.7788]]), tensor([[0.7840]]), tensor([[0.7924]]), tensor([[0.7909]]), tensor([[0.7816]]), tensor([[0.7912]]), tensor([[0.8137]]), tensor([[0.8258]]), tensor([[0.8373]]), tensor([[0.8368]]), tensor([[0.8396]]), tensor([[0.8384]]), tensor([[0.8402]])]",954,973
