,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
1683,gpt-3.5-turbo,Miranda v. Arizona (1966),981,30,secrecy and this in turn results in a gap in our knowledge as to what in fact goes on in the interrogation rooms. A valuable source of information about,"['secrecy', 'and', 'this', 'in', 'turn', 'results', 'in', 'a']","['lack', 'of', 'trust', 'between', 'individuals', '.']","['gap', 'in', 'our', 'knowledge', 'as', 'to']",1.0,"['lack', 'of', 'trust', 'between', 'individuals.']",gap in our knowledge as to what in fact goes on in the interrogation rooms. A valuable source of information about,tensor([[0.8346]]),6,"[tensor([[0.7794]]), tensor([[0.7797]]), tensor([[0.7866]]), tensor([[0.8097]]), tensor([[0.8153]]), tensor([[0.8346]])]",980,993
337,gpt-3.5-turbo,Tinker vs. Des Moines (1969),983,31,"par- ticipating in it. It was closely akin to ""pure speech""which, we have repeatedly held, is entitled to compre- hensive protection under the First Amendment. Cf","['par-', 'ticipating', 'in', 'it', '.', 'It', 'was', 'closely', 'akin', 'to', '""', 'pure', 'speech""which', ',', 'we']","['repeatedly', 'and', 'passionately', '.', 'It', 'is', 'the', 'courage', 'to', 'continue', 'that', 'counts', '.', '""']","['have', 'repeatedly', 'held', ',', 'is', 'entitled', 'to', 'compre-', 'hensive', 'protection', 'under', 'the', 'First', 'Amendment']",1.0,"['repeatedly', 'and', 'passionately.', 'It', 'is', 'the', 'courage', 'to', 'continue', 'that', 'counts.""']","have repeatedly held, is entitled to compre- hensive protection under the First Amendment. Cf",tensor([[0.8656]]),3,"[tensor([[0.7798]]), tensor([[0.8398]]), tensor([[0.8656]]), tensor([[0.8289]]), tensor([[0.8479]]), tensor([[0.8482]]), tensor([[0.8563]]), tensor([[0.8491]]), tensor([[0.8501]]), tensor([[0.8501]]), tensor([[0.8492]]), tensor([[0.8241]])]",982,1010
209,gpt-3.5-turbo,Tinker vs. Des Moines (1969),984,38,"ticipating in it. It was closely akin to ""pure speech""which, we have repeatedly held, is entitled to compre- hensive protection under the First Amendment. Cf. Cox v. Louisiana, 379 U. S.","['ticipating', 'in', 'it', '.', 'It', 'was', 'closely', 'akin', 'to', '""', 'pure', 'speech""which', ',', 'we', 'have']","['to', 'remember', ',', 'does', 'not', 'mean', '""', 'speech', 'without', 'thought', ',', '""', 'but', 'rather', '""', 'speech', 'without', 'immediate', 'purpose', '.', '""']","['repeatedly', 'held', ',', 'is', 'entitled', 'to', 'compre-', 'hensive', 'protection', 'under', 'the', 'First', 'Amendment', '.', 'Cf', '.', 'Cox', 'v.', 'Louisiana', ',', '379']",0.9523809523809524,"['to', 'remember,', 'does', 'not', 'mean', '""speech', 'without', 'thought,""', 'but', 'rather', '""speech', 'without', 'immediate', 'purpose.""']","repeatedly held, is entitled to compre- hensive protection under the First Amendment. Cf. Cox v. Louisiana, 379 U. S.",tensor([[0.7989]]),4,"[tensor([[0.7881]]), tensor([[0.7870]]), tensor([[0.7934]]), tensor([[0.7989]]), tensor([[0.7507]]), tensor([[0.7300]]), tensor([[0.7469]]), tensor([[0.7739]]), tensor([[0.7674]]), tensor([[0.7666]]), tensor([[0.7717]]), tensor([[0.7767]]), tensor([[0.7752]]), tensor([[0.7930]]), tensor([[0.7824]])]",983,1018
1694,gpt-3.5-turbo,Miranda v. Arizona (1966),986,24,results in a gap in our knowledge as to what in fact goes on in the interrogation rooms. A valuable source of information,"['results', 'in', 'a', 'gap', 'in', 'our', 'knowledge', 'as', 'to', 'what']","['happened', 'before', 'the', 'event', 'and', 'what', 'happened', 'after', '.']","['in', 'fact', 'goes', 'on', 'in', 'the', 'interrogation', 'rooms', '.']",0.8888888888888888,"['happened', 'before', 'the', 'event', 'and', 'what', 'happened', 'after.']",in fact goes on in the interrogation rooms. A valuable source of information,tensor([[0.8180]]),9,"[tensor([[0.7851]]), tensor([[0.7895]]), tensor([[0.7763]]), tensor([[0.7899]]), tensor([[0.7724]]), tensor([[0.7855]]), tensor([[0.8042]]), tensor([[0.8007]]), tensor([[0.8180]])]",985,1003
167,gpt-3.5-turbo,Gideon v. Wainwright (1963),994,20,that this right is extended to indigent defendants in state courts by the Fourteenth Amendment. In re- sponse the,"['that', 'this', 'right', 'is', 'extended', 'to', 'indigent', 'defendants', 'in', 'state']","['criminal', 'prosecutions', ',', 'but', 'not', 'in', 'civil', 'cases', '.']","['courts', 'by', 'the', 'Fourteenth', 'Amendment', '.', 'In', 're-', 'sponse']",1.0,"['criminal', 'prosecutions,', 'but', 'not', 'in', 'civil', 'cases.']",courts by the Fourteenth Amendment. In re- sponse the,tensor([[0.8158]]),3,"[tensor([[0.7452]]), tensor([[0.7319]]), tensor([[0.8158]]), tensor([[0.8075]]), tensor([[0.7910]]), tensor([[0.8115]]), tensor([[0.8068]]), tensor([[0.8068]])]",993,1011
1342,gpt-3.5-turbo,Brown vs. Board of Education (1954),994,31,"in the history of the Fourteenth Amendment relating to its intended effect on public education.
In the first cases in this Court construing the Fourteenth Amendment, decided shortly","['in', 'the', 'history', 'of', 'the', 'Fourteenth', 'Amendment', 'relating', 'to']","['equal', 'protection', 'under', 'the', 'law', ',', 'our', 'Constitution', 'is', 'color', '-', 'blind', 'and', 'neither', 'knows', 'nor', 'tolerates', 'classes', 'among', 'citizens', '.']","['its', 'intended', 'effect', 'on', 'public', 'education', '.', '\n', 'In', 'the', 'first', 'cases', 'in', 'this', 'Court', 'construing', 'the', 'Fourteenth', 'Amendment', ',', 'decided']",1.0,"['equal', 'protection', 'under', 'the', 'law,', 'our', 'Constitution', 'is', 'color-blind', 'and', 'neither', 'knows', 'nor', 'tolerates', 'classes', 'among', 'citizens.']","its intended effect on public education.
In the first cases in this Court construing the Fourteenth Amendment, decided shortly",tensor([[0.8328]]),9,"[tensor([[0.7407]]), tensor([[0.7811]]), tensor([[0.7823]]), tensor([[0.7939]]), tensor([[0.8112]]), tensor([[0.8184]]), tensor([[0.8257]]), tensor([[0.8278]]), tensor([[0.8328]]), tensor([[0.8154]]), tensor([[0.8209]]), tensor([[0.8181]]), tensor([[0.8107]]), tensor([[0.8114]]), tensor([[0.8063]]), tensor([[0.8147]]), tensor([[0.8128]]), tensor([[0.7979]])]",993,1022
1257,gpt-3.5-turbo,Brown vs. Board of Education (1954),999,30,"Fourteenth Amendment relating to its intended effect on public education.
In the first cases in this Court construing the Fourteenth Amendment, decided shortly after its adoption,","['Fourteenth', 'Amendment', 'relating', 'to', 'its', 'intended']","['purpose', 'and', 'effect', ',', 'that', 'it', 'was', 'passed', 'to', 'protect', 'the', 'Negroes', 'in', 'their', 'civil', 'rights', ',', 'that', 'it', 'was', 'passed', 'for', 'the', 'benefit']","['effect', 'on', 'public', 'education', '.', '\n', 'In', 'the', 'first', 'cases', 'in', 'this', 'Court', 'construing', 'the', 'Fourteenth', 'Amendment', ',', 'decided', 'shortly', 'after', 'its', 'adoption', ',']",1.0,"['purpose', 'and', 'effect,', 'that', 'it', 'was', 'passed', 'to', 'protect', 'the', 'Negroes', 'in', 'their', 'civil', 'rights,', 'that', 'it', 'was', 'passed', 'for', 'the', 'benefit', 'of', 'the', 'colored', 'race,', 'and', 'to', 'give', 'them', 'the', 'protection', 'of', 'the', 'general', 'government,', 'and', 'that', 'it', 'was', 'passed', 'for', 'the', 'purpose', 'of', 'securing', 'to', 'them', 'the', 'same', 'protection', 'that', 'was', 'given', 'to', 'white', 'men.']","effect on public education.
In the first cases in this Court construing the Fourteenth Amendment, decided shortly after its adoption,",tensor([[0.8503]]),20,"[tensor([[0.7203]]), tensor([[0.7517]]), tensor([[0.7692]]), tensor([[0.8111]]), tensor([[0.8108]]), tensor([[0.8080]]), tensor([[0.8154]]), tensor([[0.8371]]), tensor([[0.8365]]), tensor([[0.8396]]), tensor([[0.8442]]), tensor([[0.8317]]), tensor([[0.8336]]), tensor([[0.8338]]), tensor([[0.8366]]), tensor([[0.8410]]), tensor([[0.8439]]), tensor([[0.8421]]), tensor([[0.8422]]), tensor([[0.8503]]), tensor([[0.8479]]), tensor([[0.8494]]), tensor([[0.8458]]), tensor([[0.8460]]), tensor([[0.8472]]), tensor([[0.8401]]), tensor([[0.8345]]), tensor([[0.8353]]), tensor([[0.8348]]), tensor([[0.8318]]), tensor([[0.8331]]), tensor([[0.8338]]), tensor([[0.8327]]), tensor([[0.8334]]), tensor([[0.8343]]), tensor([[0.8313]]), tensor([[0.8360]]), tensor([[0.8357]]), tensor([[0.8344]]), tensor([[0.8350]]), tensor([[0.8353]]), tensor([[0.8384]]), tensor([[0.8374]]), tensor([[0.8388]]), tensor([[0.8376]]), tensor([[0.8387]]), tensor([[0.8326]]), tensor([[0.8344]]), tensor([[0.8340]]), tensor([[0.8363]]), tensor([[0.8334]]), tensor([[0.8344]]), tensor([[0.8369]]), tensor([[0.8326]]), tensor([[0.8339]]), tensor([[0.8332]]), tensor([[0.8343]]), tensor([[0.8260]])]",998,1027
781,gpt-3.5-turbo,Marbury v. Madison (1803),1002,25,"authority of the United States.""
The Secretary of State, being a person holding an office under the authority of the United","['authority', 'of', 'the', 'United', 'States', '.', '""', '\n', 'The']","['only', 'way', 'to', 'do', 'great', 'work', 'is', 'to', 'love', 'what', 'you', 'do', '.']","['Secretary', 'of', 'State', ',', 'being', 'a', 'person', 'holding', 'an', 'office', 'under', 'the', 'authority']",1.0,"['only', 'way', 'to', 'do', 'great', 'work', 'is', 'to', 'love', 'what', 'you', 'do.']","Secretary of State, being a person holding an office under the authority of the United",tensor([[0.7573]]),9,"[tensor([[0.7520]]), tensor([[0.7550]]), tensor([[0.7336]]), tensor([[0.7434]]), tensor([[0.7422]]), tensor([[0.7446]]), tensor([[0.7522]]), tensor([[0.7505]]), tensor([[0.7573]]), tensor([[0.7344]]), tensor([[0.7405]]), tensor([[0.7416]]), tensor([[0.7337]])]",1001,1022
1736,gpt-3.5-turbo,Miranda v. Arizona (1966),1012,34,"police practices, however, may be found in various police manuals and texts which document procedures employed with success in the past, and which recommend various other effective tactics. These texts","['police', 'practices', ',', 'however', ',', 'may', 'be', 'found', 'in', 'various', 'police', 'manuals', 'and', 'texts', 'which']","['provide', 'guidelines', 'for', 'officers', 'to', 'follow', 'in', 'their', 'daily', 'duties', 'and', 'interactions', 'with', 'the', 'public', '.', 'These', 'texts', 'often']","['document', 'procedures', 'employed', 'with', 'success', 'in', 'the', 'past', ',', 'and', 'which', 'recommend', 'various', 'other', 'effective', 'tactics', '.', 'These', 'texts']",0.8421052631578947,"['provide', 'guidelines', 'for', 'officers', 'to', 'follow', 'in', 'their', 'daily', 'duties', 'and', 'interactions', 'with', 'the', 'public.', 'These', 'texts', 'often', 'emphasize', 'the', 'importance', 'of', 'professionalism,', 'respect,', 'and', 'adherence', 'to', 'the', 'law.']","document procedures employed with success in the past, and which recommend various other effective tactics. These texts",tensor([[0.8603]]),19,"[tensor([[0.7713]]), tensor([[0.7787]]), tensor([[0.8153]]), tensor([[0.8270]]), tensor([[0.8132]]), tensor([[0.8162]]), tensor([[0.8137]]), tensor([[0.8150]]), tensor([[0.8196]]), tensor([[0.8005]]), tensor([[0.8045]]), tensor([[0.8102]]), tensor([[0.8061]]), tensor([[0.8062]]), tensor([[0.8109]]), tensor([[0.8091]]), tensor([[0.8173]]), tensor([[0.8564]]), tensor([[0.8603]]), tensor([[0.8533]]), tensor([[0.8499]]), tensor([[0.8477]]), tensor([[0.8454]]), tensor([[0.8478]]), tensor([[0.8461]]), tensor([[0.8386]]), tensor([[0.8370]]), tensor([[0.8369]]), tensor([[0.8381]]), tensor([[0.8445]])]",1011,1044
237,gpt-3.5-turbo,Tinker vs. Des Moines (1969),1012,39,". Cf. Cox v. Louisiana, 379 U. S. 536, 555 (1965); Adderley
v. Florida,385 U. S. 39 (1966).
First Amendment rights, applied in light of the
","['.', 'Cf', '.', 'Cox', 'v.', 'Louisiana', ',', '379', 'U.', 'S.', '536']","['""', 'that', 'is', 'the', 'question', ':', 'Whether', ""'"", 'tis', 'nobler', 'in', 'the', 'mind', 'to', 'suffer', 'The', 'slings', 'and', 'arrows', 'of', 'outrageous', 'fortune', ',', 'Or', 'to', 'take', 'arms', 'against']","[',', '555', '(', '1965', ')', ';', 'Adderley', '\n', 'v.', 'Florida,385', 'U.', 'S.', '39', '(', '1966', ')', '.', '\n', 'First', 'Amendment', 'rights', ',', 'applied', 'in', 'light', 'of', 'the', '\n']",1.0,"['""that', 'is', 'the', 'question:', 'Whether', ""'tis"", 'nobler', 'in', 'the', 'mind', 'to', 'suffer', 'The', 'slings', 'and', 'arrows', 'of', 'outrageous', 'fortune,', 'Or', 'to', 'take', 'arms', 'against', 'a', 'sea', 'of', 'troubles,', 'And', 'by', 'opposing', 'end', 'them?""']",", 555 (1965); Adderley
v. Florida,385 U. S. 39 (1966).
First Amendment rights, applied in light of the
",tensor([[0.7707]]),27,"[tensor([[0.7593]]), tensor([[0.7416]]), tensor([[0.7549]]), tensor([[0.7565]]), tensor([[0.7398]]), tensor([[0.7427]]), tensor([[0.7450]]), tensor([[0.7541]]), tensor([[0.7569]]), tensor([[0.7625]]), tensor([[0.7456]]), tensor([[0.7432]]), tensor([[0.7385]]), tensor([[0.7444]]), tensor([[0.7504]]), tensor([[0.7474]]), tensor([[0.7542]]), tensor([[0.7532]]), tensor([[0.7520]]), tensor([[0.7432]]), tensor([[0.7501]]), tensor([[0.7521]]), tensor([[0.7567]]), tensor([[0.7682]]), tensor([[0.7679]]), tensor([[0.7706]]), tensor([[0.7707]]), tensor([[0.7693]]), tensor([[0.7620]]), tensor([[0.7624]]), tensor([[0.7639]]), tensor([[0.7654]]), tensor([[0.7657]]), tensor([[0.7637]])]",1011,1049
1321,gpt-3.5-turbo,Brown vs. Board of Education (1954),1013,40,"first cases in this Court construing the Fourteenth Amendment, decided shortly after its adoption, the Court interpreted it as proscribing all state-imposed discriminations against the Negro race. The doctrine of ""separate but equal""","['first', 'cases', 'in', 'this', 'Court', 'construing', 'the']","['Constitution', ',', 'we', 'must', 'never', 'forget', 'that', 'it', 'is', 'a', 'Constitution', 'we', 'are', 'expounding', '.']","['Fourteenth', 'Amendment', ',', 'decided', 'shortly', 'after', 'its', 'adoption', ',', 'the', 'Court', 'interpreted', 'it', 'as', 'proscribing']",1.0,"['Constitution,', 'we', 'must', 'never', 'forget', 'that', 'it', 'is', 'a', 'Constitution', 'we', 'are', 'expounding.']","Fourteenth Amendment, decided shortly after its adoption, the Court interpreted it as proscribing all state-imposed discriminations against the Negro race. The doctrine of ""separate but equal""",tensor([[0.7794]]),3,"[tensor([[0.7392]]), tensor([[0.7769]]), tensor([[0.7794]]), tensor([[0.7722]]), tensor([[0.7667]]), tensor([[0.7703]]), tensor([[0.7744]]), tensor([[0.7748]]), tensor([[0.7780]]), tensor([[0.7772]]), tensor([[0.7785]]), tensor([[0.7771]]), tensor([[0.7773]]), tensor([[0.7725]])]",1012,1033
15,gpt-3.5-turbo,Gideon v. Wainwright (1963),1014,31,"Court stated that, while the Sixth Amendment laid down ""no rule for the conduct of the States, the ques- tion recurs whether the constraint laid by the Amendment","['Court', 'stated', 'that', ',', 'while', 'the', 'Sixth', 'Amendment', 'laid', 'down', '""']","['the', 'right', 'to', 'confront', 'witnesses', ',', '""', 'it', 'was', 'not', 'an', 'absolute', 'right', 'and', 'could', 'be', 'limited', 'in', 'certain', 'circumstances']","['no', 'rule', 'for', 'the', 'conduct', 'of', 'the', 'States', ',', 'the', 'ques-', 'tion', 'recurs', 'whether', 'the', 'constraint', 'laid', 'by', 'the', 'Amendment']",1.0,"['the', 'right', 'to', 'confront', 'witnesses,""', 'it', 'was', 'not', 'an', 'absolute', 'right', 'and', 'could', 'be', 'limited', 'in', 'certain', 'circumstances.']","no rule for the conduct of the States, the ques- tion recurs whether the constraint laid by the Amendment",tensor([[0.8192]]),10,"[tensor([[0.7476]]), tensor([[0.7731]]), tensor([[0.7755]]), tensor([[0.7832]]), tensor([[0.7775]]), tensor([[0.7809]]), tensor([[0.7819]]), tensor([[0.7866]]), tensor([[0.8096]]), tensor([[0.8192]]), tensor([[0.8104]]), tensor([[0.7905]]), tensor([[0.7959]]), tensor([[0.7979]]), tensor([[0.7984]]), tensor([[0.8103]]), tensor([[0.8130]]), tensor([[0.8106]]), tensor([[0.8044]])]",1013,1043
777,gpt-3.5-turbo,Marbury v. Madison (1803),1018,23,"holding an office under the authority of the United States, is precisely within the letter of the description; and if this","['holding', 'an', 'office', 'under', 'the', 'authority', 'of', 'the', 'United', 'States']","['is', 'a', 'trust', 'or', 'public', 'trust', '.']","[',', 'is', 'precisely', 'within', 'the', 'letter', 'of']",1.0,"['is', 'a', 'trust', 'or', 'public', 'trust.']",", is precisely within the letter of the description; and if this",tensor([[0.8342]]),3,"[tensor([[0.7770]]), tensor([[0.8129]]), tensor([[0.8342]]), tensor([[0.7705]]), tensor([[0.7881]]), tensor([[0.7632]]), tensor([[0.7683]])]",1017,1033
1154,gpt-3.5-turbo,Dred Scott v. Sandford (1857),1018,23,. It does not and cannot dismiss the case for want of jurisdiction here; for that would leave the erroneous judgment,"['.', 'It', 'does', 'not', 'and', 'can', 'not', 'dismiss', 'the']","['power', 'of', 'love', ',', 'for', '""', 'love', 'is', 'the', 'only', 'force', 'capable', 'of', 'transforming']","['case', 'for', 'want', 'of', 'jurisdiction', 'here', ';', 'for', 'that', 'would', 'leave', 'the', 'erroneous', 'judgment']",1.0,"['power', 'of', 'love,', 'for', '""love', 'is', 'the', 'only', 'force', 'capable', 'of', 'transforming', 'an', 'enemy', 'into', 'a', 'friend.""']",case for want of jurisdiction here; for that would leave the erroneous judgment,tensor([[0.7555]]),3,"[tensor([[0.7547]]), tensor([[0.7251]]), tensor([[0.7555]]), tensor([[0.7413]]), tensor([[0.7521]]), tensor([[0.7394]]), tensor([[0.7349]]), tensor([[0.7276]]), tensor([[0.7184]]), tensor([[0.7305]]), tensor([[0.7354]]), tensor([[0.7375]]), tensor([[0.7295]]), tensor([[0.7336]]), tensor([[0.7386]]), tensor([[0.7403]]), tensor([[0.7385]]), tensor([[0.7406]])]",1017,1039
1216,gpt-3.5-turbo,Brown vs. Board of Education (1954),1023,38,"decided shortly after its adoption, the Court interpreted it as proscribing all state-imposed discriminations against the Negro race. The doctrine of ""separate but equal"" did not make its appearance in this Court","['decided', 'shortly', 'after', 'its', 'adoption', ',', 'the', 'Court', 'interpreted', 'it', 'as', 'proscribing', 'all', 'state', '-', 'imposed', 'discriminations']","['against', 'the', 'Negro', 'race', '.']","['against', 'the', 'Negro', 'race', '.']",0.0,"['against', 'the', 'Negro', 'race.']","against the Negro race. The doctrine of ""separate but equal"" did not make its appearance in this Court",tensor([[0.8803]]),5,"[tensor([[0.7395]]), tensor([[0.7973]]), tensor([[0.8186]]), tensor([[0.8600]]), tensor([[0.8803]])]",1022,1043
510,gpt-3.5-turbo,Roe v. Wade (1973),1028,33,"were guaranteed by the First, Fourth, Fifth, Ninth, and Fourteenth Amendments.
John and Mary Doe, [Footnote 5] a married couple, filed a companion","['were', 'guaranteed', 'by', 'the', 'First', ',', 'Fourth', ',', 'Fifth', ',', 'Ninth', ',', 'and']","['Fourteenth', 'Amendments', 'to', 'the', 'United', 'States', 'Constitution', '.']","['Fourteenth', 'Amendments', '.', '\n', 'John', 'and', 'Mary', 'Doe']",0.75,"['Fourteenth', 'Amendments', 'to', 'the', 'United', 'States', 'Constitution.']","Fourteenth Amendments.
John and Mary Doe, [Footnote 5] a married couple, filed a companion",tensor([[0.8778]]),5,"[tensor([[0.7496]]), tensor([[0.8178]]), tensor([[0.8678]]), tensor([[0.8718]]), tensor([[0.8778]]), tensor([[0.8602]]), tensor([[0.8649]]), tensor([[0.8656]])]",1027,1047
1374,gpt-3.5-turbo,Brown vs. Board of Education (1954),1030,25,"Court interpreted it as proscribing all state-imposed discriminations against the Negro race. The doctrine of ""separate but equal"" did not","['Court', 'interpreted', 'it', 'as', 'proscribing', 'all', 'state']","['laws', 'that', '""', 'in', 'any', 'way', '""', 'restrict', 'a', 'woman', ""'s"", 'right', 'to', 'have', 'an', 'abortion', 'during', 'the']","['-', 'imposed', 'discriminations', 'against', 'the', 'Negro', 'race', '.', 'The', 'doctrine', 'of', '""', 'separate', 'but', 'equal', '""', 'did', 'not']",1.0,"['laws', 'that', '""in', 'any', 'way""', 'restrict', 'a', ""woman's"", 'right', 'to', 'have', 'an', 'abortion', 'during', 'the', 'first', 'trimester', 'of', 'pregnancy.']","-imposed discriminations against the Negro race. The doctrine of ""separate but equal"" did not",tensor([[0.7935]]),8,"[tensor([[0.7389]]), tensor([[0.7370]]), tensor([[0.7539]]), tensor([[0.7553]]), tensor([[0.7624]]), tensor([[0.7779]]), tensor([[0.7903]]), tensor([[0.7935]]), tensor([[0.7817]]), tensor([[0.7881]]), tensor([[0.7835]]), tensor([[0.7860]]), tensor([[0.7835]]), tensor([[0.7805]]), tensor([[0.7811]]), tensor([[0.7787]]), tensor([[0.7878]]), tensor([[0.7829]]), tensor([[0.7829]]), tensor([[0.7785]])]",1029,1053
1840,gpt-3.5-turbo,Plessy v. Ferguson (1896),1031,39,"seats in coaches, other than the ones assigned to them, on account of the race they belong to.'
By the second section it was enacted 'that the officers of such passenger trains shall","['seats', 'in', 'coaches', ',', 'other', 'than', 'the', 'ones', 'assigned', 'to', 'them', ',', 'on', 'account', 'of', 'the']","['limited', 'number', 'of', 'seats', 'available', '.']","['race', 'they', 'belong', 'to', '.', ""'""]",1.0,"['limited', 'number', 'of', 'seats', 'available.']","race they belong to.'
By the second section it was enacted 'that the officers of such passenger trains shall",tensor([[0.7840]]),6,"[tensor([[0.7537]]), tensor([[0.7553]]), tensor([[0.7436]]), tensor([[0.7678]]), tensor([[0.7804]]), tensor([[0.7840]])]",1030,1051
1344,gpt-3.5-turbo,Brown vs. Board of Education (1954),1031,33,"interpreted it as proscribing all state-imposed discriminations against the Negro race. The doctrine of ""separate but equal"" did not make its appearance in this Court until 1896 in","['interpreted', 'it', 'as', 'proscribing', 'all', 'state', '-', 'imposed', 'discriminations']","['against', 'the', 'Negro', 'race', '.']","['against', 'the', 'Negro', 'race', '.']",0.0,"['against', 'the', 'Negro', 'race.']","against the Negro race. The doctrine of ""separate but equal"" did not make its appearance in this Court until 1896 in",tensor([[0.8428]]),5,"[tensor([[0.7297]]), tensor([[0.7788]]), tensor([[0.7989]]), tensor([[0.8324]]), tensor([[0.8428]])]",1030,1043
299,gpt-3.5-turbo,Tinker vs. Des Moines (1969),1039,31,".
First Amendment rights, applied in light of the
special characteristics of the school environment, are available to teachers and students. It can hardly be argued","['.', '\n', 'First', 'Amendment', 'rights', ',', 'applied', 'in', 'light', 'of']","['the', 'special', 'characteristics', 'of', 'the', 'school', 'environment', ',', 'are', 'available', 'to', 'teachers', 'and', 'students', '.']","['the', '\n', 'special', 'characteristics', 'of', 'the', 'school', 'environment', ',', 'are', 'available', 'to', 'teachers', 'and', 'students']",0.1333333333333333,"['the', 'special', 'characteristics', 'of', 'the', 'school', 'environment,', 'are', 'available', 'to', 'teachers', 'and', 'students.']","the
special characteristics of the school environment, are available to teachers and students. It can hardly be argued",tensor([[0.9579]]),14,"[tensor([[0.7281]]), tensor([[0.7550]]), tensor([[0.7711]]), tensor([[0.8472]]), tensor([[0.8592]]), tensor([[0.8593]]), tensor([[0.9029]]), tensor([[0.9463]]), tensor([[0.9469]]), tensor([[0.9463]]), tensor([[0.9503]]), tensor([[0.9537]]), tensor([[0.9562]]), tensor([[0.9579]])]",1038,1062
219,gpt-3.5-turbo,Tinker vs. Des Moines (1969),1044,25,", applied in light of the
special characteristics of the school environment, are available to teachers and students. It can hardly be","[',', 'applied', 'in', 'light', 'of', 'the', '\n']","['circumstances', ',', 'is', 'wisdom', '.', '""', '-', 'Aristotle']","['special', 'characteristics', 'of', 'the', 'school', 'environment', ',', 'are']",1.0,"['circumstances,', 'is', 'wisdom.""', '-', 'Aristotle']","special characteristics of the school environment, are available to teachers and students. It can hardly be",tensor([[0.8088]]),2,"[tensor([[0.7339]]), tensor([[0.8088]]), tensor([[0.7994]]), tensor([[0.7893]]), tensor([[0.7891]]), tensor([[0.8006]])]",1043,1057
770,gpt-3.5-turbo,Marbury v. Madison (1803),1045,22,"to issue a writ of mandamus to such an officer, it must be because the law is unconstitutional, and therefore","['to', 'issue', 'a', 'writ', 'of', 'mandamus']","['to', 'the', 'stars', '.']","['to', 'such', 'an', 'officer']",0.75,"['to', 'the', 'stars.']","to such an officer, it must be because the law is unconstitutional, and therefore",tensor([[0.7535]]),3,"[tensor([[0.7272]]), tensor([[0.7400]]), tensor([[0.7535]]), tensor([[0.7173]])]",1044,1053
424,gpt-3.5-turbo,Roe v. Wade (1973),1046,40,"and Mary Doe, [Footnote 5] a married couple, filed a companion complaint to that of Roe. They also named the District Attorney as defendant, claimed like constitutional deprivations, and sought declaratory and injunctive","['and', 'Mary', 'Doe', ',', '[', 'Footnote', '5', ']']","['was', 'a', 'woman', 'of', 'great', 'courage', 'and', 'determination', ',', 'who', 'fought', 'tirelessly', 'for', 'justice', 'and', 'equality', '.']","['a', 'married', 'couple', ',', 'filed', 'a', 'companion', 'complaint', 'to', 'that', 'of', 'Roe', '.', 'They', 'also', 'named', 'the']",1.0,"['was', 'a', 'woman', 'of', 'great', 'courage', 'and', 'determination,', 'who', 'fought', 'tirelessly', 'for', 'justice', 'and', 'equality.']","a married couple, filed a companion complaint to that of Roe. They also named the District Attorney as defendant, claimed like constitutional deprivations, and sought declaratory and injunctive",tensor([[0.8031]]),14,"[tensor([[0.7492]]), tensor([[0.7845]]), tensor([[0.7940]]), tensor([[0.7813]]), tensor([[0.7943]]), tensor([[0.7658]]), tensor([[0.7666]]), tensor([[0.7718]]), tensor([[0.7651]]), tensor([[0.7659]]), tensor([[0.7873]]), tensor([[0.7868]]), tensor([[0.7888]]), tensor([[0.8031]]), tensor([[0.8019]]), tensor([[0.7839]])]",1045,1069
1763,gpt-3.5-turbo,Miranda v. Arizona (1966),1049,26,law enforcement agencies themselves as guides. It should be noted that these texts professedly present the most enlightened and effective means presently used to obtain,"['law', 'enforcement', 'agencies', 'themselves', 'as', 'guides', '.', 'It', 'should', 'be', 'noted', 'that']","['""', 'the', 'ultimate', 'measure', 'of', 'a', 'man', 'is', 'not', 'where', 'he', 'stands', 'in', 'moments']","['these', 'texts', 'professedly', 'present', 'the', 'most', 'enlightened', 'and', 'effective', 'means', 'presently', 'used', 'to', 'obtain']",1.0,"['""the', 'ultimate', 'measure', 'of', 'a', 'man', 'is', 'not', 'where', 'he', 'stands', 'in', 'moments', 'of', 'comfort', 'and', 'convenience,', 'but', 'where', 'he', 'stands', 'at', 'times', 'of', 'challenge', 'and', 'controversy.""']",these texts professedly present the most enlightened and effective means presently used to obtain,tensor([[0.8204]]),5,"[tensor([[0.7668]]), tensor([[0.7957]]), tensor([[0.7921]]), tensor([[0.8126]]), tensor([[0.8204]]), tensor([[0.8169]]), tensor([[0.8064]]), tensor([[0.8070]]), tensor([[0.7876]]), tensor([[0.7852]]), tensor([[0.7848]]), tensor([[0.7900]]), tensor([[0.7863]]), tensor([[0.7834]]), tensor([[0.7870]]), tensor([[0.7840]]), tensor([[0.7820]]), tensor([[0.7801]]), tensor([[0.7880]]), tensor([[0.7912]]), tensor([[0.7908]]), tensor([[0.7915]]), tensor([[0.7895]]), tensor([[0.7916]]), tensor([[0.7925]]), tensor([[0.7901]]), tensor([[0.7892]]), tensor([[0.7781]])]",1048,1073
